Experiment,Group,Age,Gender,Running,Condition,Cycle,Sample,Cue,Target,Acc,Resp,RT
TPL2,4,19,female,Meaning,none,1,1,stolid,unemotional,0,soil,3428
TPL2,4,19,female,Meaning,none,1,2,limpid,clear,0,limp,4611
TPL2,4,19,female,Meaning,none,1,3,maunder,ramble,0,wonder,5195
TPL2,4,19,female,Meaning,none,1,4,roil,billow,0,role,7665
TPL2,4,19,female,Meaning,none,1,5,inimical,hostile,0,imagin,9515
TPL2,4,19,female,Meaning,none,1,6,lassitude,tiredness,0,location,5907
TPL2,4,19,female,Meaning,none,1,7,esculent,edible,0,ji,9800
TPL2,4,19,female,Meaning,none,1,8,immolate,sacrifice,0,immitate,5511
TPL2,4,19,female,Meaning,none,1,9,contumacious,rebellious,0,indecisive,7640
TPL2,4,19,female,Meaning,none,1,10,plangent,noisy,0,bad,5501
TPL2,4,19,female,Meaning,none,1,11,superate,overcome,0,NA,0
TPL2,4,19,female,Meaning,none,1,12,stentorian,loud,0,impatient,9964
TPL2,4,19,female,Meaning,none,1,13,recreant,surrendering,0,fun,4884
TPL2,4,19,female,Meaning,none,1,14,roke,mist,0,wild,6465
TPL2,4,19,female,Meaning,none,1,15,immure,imprison,0,lure,3880
TPL2,4,19,female,Recall,Meaning,1,1,limpid,clear,0,noisy,12720
TPL2,4,19,female,Recall,Meaning,1,2,plangent,noisy,0,loud,4743
TPL2,4,19,female,Recall,Meaning,1,3,roke,mist,1,mist,45753
TPL2,4,19,female,Recall,Meaning,1,4,contumacious,rebellious,1,rebellious,7146
TPL2,4,19,female,Recall,Meaning,1,5,stolid,unemotional,0,noisy,22741
TPL2,4,19,female,Recall,Meaning,1,6,esculent,edible,0,excellent,29164
TPL2,4,19,female,Recall,Meaning,1,7,roil,billow,0,mist,6634
TPL2,4,19,female,Recall,Meaning,1,8,immolate,sacrifice,0,immitate,34401
TPL2,4,19,female,Recall,Meaning,1,9,inimical,hostile,1,hostile,58965
TPL2,4,19,female,Recall,Meaning,1,10,lassitude,tiredness,1,tiredness,33048
TPL2,4,19,female,Recall,Meaning,1,11,stentorian,loud,1,loud,31252
TPL2,4,19,female,Recall,Meaning,1,12,recreant,surrendering,0,scared,26595
TPL2,4,19,female,Recall,Meaning,1,13,maunder,ramble,0,billow,6645
TPL2,4,19,female,Recall,Meaning,1,14,superate,overcome,0,super,8825
TPL2,4,19,female,Recall,Meaning,1,15,immure,imprison,0,imprision,32314
TPL2,4,19,female,Study,none,1,1,blandish,flatter,NA,NA,NA
TPL2,4,19,female,Study,none,1,2,inculcate,instil,NA,NA,NA
TPL2,4,19,female,Study,none,1,3,sprauncy,smart,NA,NA,NA
TPL2,4,19,female,Study,none,1,4,orotund,pompous,NA,NA,NA
TPL2,4,19,female,Study,none,1,5,subsecive,spare,NA,NA,NA
TPL2,4,19,female,Study,none,1,6,inchoate,undeveloped,NA,NA,NA
TPL2,4,19,female,Study,none,1,7,stanchion,support,NA,NA,NA
TPL2,4,19,female,Study,none,1,8,valinch,tube,NA,NA,NA
TPL2,4,19,female,Study,none,1,9,objurgate,rebuke,NA,NA,NA
TPL2,4,19,female,Study,none,1,10,interstice,space,NA,NA,NA
TPL2,4,19,female,Study,none,1,11,burgeon,flourish,NA,NA,NA
TPL2,4,19,female,Study,none,1,12,peculate,embezzle,NA,NA,NA
TPL2,4,19,female,Study,none,1,13,effulgent,shining,NA,NA,NA
TPL2,4,19,female,Study,none,1,14,spoliate,plunder,NA,NA,NA
TPL2,4,19,female,Study,none,1,15,frond,leaf,NA,NA,NA
TPL2,4,19,female,Recall,Study,3,31,subsecive,spare,0,NA,45624
TPL2,4,19,female,Recall,Study,3,32,valinch,tube,0,NA,42064
TPL2,4,19,female,Recall,Study,3,33,interstice,space,1,space,22459
TPL2,4,19,female,Recall,Study,3,34,inculcate,instil,1,instil,22077
TPL2,4,19,female,Recall,Study,3,35,sprauncy,smart,1,smart,17850
TPL2,4,19,female,Recall,Study,3,36,stanchion,support,0,NA,13459
TPL2,4,19,female,Recall,Study,3,37,inchoate,undeveloped,0,NA,23956
TPL2,4,19,female,Recall,Study,3,38,frond,leaf,1,leaf,3558
TPL2,4,19,female,Recall,Study,3,39,effulgent,shining,0,NA,29066
TPL2,4,19,female,Recall,Study,3,40,burgeon,flourish,1,flourish,20373
TPL2,4,19,female,Recall,Study,3,41,spoliate,plunder,1,plunder,19450
TPL2,4,19,female,Recall,Study,3,42,blandish,flatter,0,flatting,9595
TPL2,4,19,female,Recall,Study,3,43,objurgate,rebuke,1,rebuke,16071
TPL2,4,19,female,Recall,Study,3,44,peculate,embezzle,1,embezzle,20875
TPL2,4,19,female,Recall,Study,3,45,orotund,pompous,1,pompous,18402
