Experiment,Group,Age,Gender,Running,Condition,Cycle,Sample,Cue,Target,Acc,Resp,RT
TPL2,2,19,female,Study,none,1,1,immolate,sacrifice,NA,NA,NA
TPL2,2,19,female,Study,none,1,2,subsecive,spare,NA,NA,NA
TPL2,2,19,female,Study,none,1,3,picaroon,cheat,NA,NA,NA
TPL2,2,19,female,Study,none,1,4,subluxation,dislocation,NA,NA,NA
TPL2,2,19,female,Study,none,1,5,slake,quench,NA,NA,NA
TPL2,2,19,female,Study,none,1,6,gossamer,flimsy,NA,NA,NA
TPL2,2,19,female,Study,none,1,7,succursal,branch,NA,NA,NA
TPL2,2,19,female,Study,none,1,8,recreant,surrendering,NA,NA,NA
TPL2,2,19,female,Study,none,1,9,esculent,edible,NA,NA,NA
TPL2,2,19,female,Study,none,1,10,subvention,grant,NA,NA,NA
TPL2,2,19,female,Study,none,1,11,peculate,embezzle,NA,NA,NA
TPL2,2,19,female,Study,none,1,12,frond,leaf,NA,NA,NA
TPL2,2,19,female,Study,none,1,13,roke,mist,NA,NA,NA
TPL2,2,19,female,Study,none,1,14,inculcate,instil,NA,NA,NA
TPL2,2,19,female,Study,none,1,15,maunder,ramble,NA,NA,NA
TPL2,2,19,female,Recall,Study,1,1,recreant,surrendering,0,jewellry,47590
TPL2,2,19,female,Recall,Study,1,2,maunder,ramble,0,grant,7442
TPL2,2,19,female,Recall,Study,1,3,subsecive,spare,0,grass,73395
TPL2,2,19,female,Recall,Study,1,4,esculent,edible,1,edible,34029
TPL2,2,19,female,Recall,Study,1,5,peculate,embezzle,1,embezzle,145421
TPL2,2,19,female,Recall,Study,1,6,inculcate,instil,1,instil,29581
TPL2,2,19,female,Recall,Study,1,7,roke,mist,0,grant,5034
TPL2,2,19,female,Recall,Study,1,8,subvention,grant,0,dislocation,7082
TPL2,2,19,female,Recall,Study,1,9,succursal,branch,0,rehursal,18877
TPL2,2,19,female,Recall,Study,1,10,frond,leaf,1,leaf,4184
TPL2,2,19,female,Recall,Study,1,11,slake,quench,1,quench,21706
TPL2,2,19,female,Recall,Study,1,12,gossamer,flimsy,0,grass,12445
TPL2,2,19,female,Recall,Study,1,13,immolate,sacrifice,0,mole,4255
TPL2,2,19,female,Recall,Study,1,14,picaroon,cheat,0,moon,49381
TPL2,2,19,female,Recall,Study,1,15,subluxation,dislocation,1,dislocation,13731
TPL2,2,19,female,Meaning,none,1,1,interstice,space,0,justice,5823
TPL2,2,19,female,Meaning,none,1,2,descry,discover,0,decay,3994
TPL2,2,19,female,Meaning,none,1,3,blandish,flatter,0,bland,5723
TPL2,2,19,female,Meaning,none,1,4,superate,overcome,0,separate,4731
TPL2,2,19,female,Meaning,none,1,5,burgeon,flourish,0,dungeon,5517
TPL2,2,19,female,Meaning,none,1,6,stolid,unemotional,0,solid,4809
TPL2,2,19,female,Meaning,none,1,7,limpid,clear,0,limp,5000
TPL2,2,19,female,Meaning,none,1,8,stanchion,support,0,stallion,6087
TPL2,2,19,female,Meaning,none,1,9,spoliate,plunder,0,spoil,5694
TPL2,2,19,female,Meaning,none,1,10,valinch,tube,0,vanish,4016
TPL2,2,19,female,Meaning,none,1,11,effulgent,shining,0,elegant,7758
TPL2,2,19,female,Meaning,none,1,12,sprauncy,smart,0,space,4421
TPL2,2,19,female,Meaning,none,1,13,subduce,withdraw,0,subdue,8354
TPL2,2,19,female,Meaning,none,1,14,compendious,concise,0,conscious,9643
TPL2,2,19,female,Meaning,none,1,15,spoffish,fussy,0,fish,4556
TPL2,2,19,female,Recall,Meaning,3,31,blandish,flatter,0,flattery,44531
TPL2,2,19,female,Recall,Meaning,3,32,superate,overcome,0,separate,5040
TPL2,2,19,female,Recall,Meaning,3,33,interstice,space,1,space,25068
TPL2,2,19,female,Recall,Meaning,3,34,spoliate,plunder,0,spoil,34286
TPL2,2,19,female,Recall,Meaning,3,35,limpid,clear,0,curse,5141
TPL2,2,19,female,Recall,Meaning,3,36,compendious,concise,0,tiredness,7126
TPL2,2,19,female,Recall,Meaning,3,37,effulgent,shining,0,shiny,5701
TPL2,2,19,female,Recall,Meaning,3,38,stanchion,support,0,fussy,13460
TPL2,2,19,female,Recall,Meaning,3,39,subduce,withdraw,0,subdue,7277
TPL2,2,19,female,Recall,Meaning,3,40,sprauncy,smart,0,opportunity,7361
TPL2,2,19,female,Recall,Meaning,3,41,stolid,unemotional,1,unemotional,7721
TPL2,2,19,female,Recall,Meaning,3,42,valinch,tube,0,vanish,5968
TPL2,2,19,female,Recall,Meaning,3,43,spoffish,fussy,1,fussy,4907
TPL2,2,19,female,Recall,Meaning,3,44,descry,discover,0,decay,5114
TPL2,2,19,female,Recall,Meaning,3,45,burgeon,flourish,0,expand,26637
