Experiment,Group,Age,Gender,Running,Condition,Cycle,Sample,Cue,Target,Acc,Resp,RT
TPL2,3,32,female,Meaning,none,1,1,sprauncy,smart,0,sparingly,5849
TPL2,3,32,female,Meaning,none,1,2,burgeon,flourish,0,pat,9784
TPL2,3,32,female,Meaning,none,1,3,spoliate,plunder,0,spoilt,4545
TPL2,3,32,female,Meaning,none,1,4,effulgent,shining,0,efficient,5231
TPL2,3,32,female,Meaning,none,1,5,maunder,ramble,0,butcvh,9340
TPL2,3,32,female,Meaning,none,1,6,encomium,tribute,0,head,6490
TPL2,3,32,female,Meaning,none,1,7,subluxation,dislocation,0,subdued,5367
TPL2,3,32,female,Meaning,none,1,8,interstice,space,0,splice,5110
TPL2,3,32,female,Meaning,none,1,9,frond,leaf,0,fond,4939
TPL2,3,32,female,Meaning,none,1,10,inimical,hostile,0,mimick,9191
TPL2,3,32,female,Meaning,none,1,11,stentorian,loud,0,historian,6371
TPL2,3,32,female,Meaning,none,1,12,compendious,concise,0,NA,0
TPL2,3,32,female,Meaning,none,1,13,subsecive,spare,0,subdued,4806
TPL2,3,32,female,Meaning,none,1,14,valinch,tube,0,vanish,6006
TPL2,3,32,female,Meaning,none,1,15,subvention,grant,0,loud,6894
TPL2,3,32,female,Recall,Meaning,1,1,effulgent,shining,0,loud,40032
TPL2,3,32,female,Recall,Meaning,1,2,subluxation,dislocation,0,grant,13339
TPL2,3,32,female,Recall,Meaning,1,3,frond,leaf,1,leaf,2658
TPL2,3,32,female,Recall,Meaning,1,4,maunder,ramble,0,sound,50051
TPL2,3,32,female,Recall,Meaning,1,5,spoliate,plunder,0,tube,15439
TPL2,3,32,female,Recall,Meaning,1,6,interstice,space,0,loud,32147
TPL2,3,32,female,Recall,Meaning,1,7,valinch,tube,0,group,34528
TPL2,3,32,female,Recall,Meaning,1,8,stentorian,loud,1,loud,22936
TPL2,3,32,female,Recall,Meaning,1,9,compendious,concise,0,compensate,71414
TPL2,3,32,female,Recall,Meaning,1,10,encomium,tribute,0,speech,25794
TPL2,3,32,female,Recall,Meaning,1,11,burgeon,flourish,0,burgeonise,24591
TPL2,3,32,female,Recall,Meaning,1,12,inimical,hostile,0,small,20425
TPL2,3,32,female,Recall,Meaning,1,13,subvention,grant,1,grant,6323
TPL2,3,32,female,Recall,Meaning,1,14,sprauncy,smart,0,sparingly,13189
TPL2,3,32,female,Recall,Meaning,1,15,subsecive,spare,0,grant,7403
TPL2,3,32,female,Study,none,1,1,spoffish,fussy,NA,NA,NA
TPL2,3,32,female,Study,none,1,2,picaroon,cheat,NA,NA,NA
TPL2,3,32,female,Study,none,1,3,immolate,sacrifice,NA,NA,NA
TPL2,3,32,female,Study,none,1,4,slake,quench,NA,NA,NA
TPL2,3,32,female,Study,none,1,5,inchoate,undeveloped,NA,NA,NA
TPL2,3,32,female,Study,none,1,6,superate,overcome,NA,NA,NA
TPL2,3,32,female,Study,none,1,7,contumacious,rebellious,NA,NA,NA
TPL2,3,32,female,Study,none,1,8,gossamer,flimsy,NA,NA,NA
TPL2,3,32,female,Study,none,1,9,opprobrium,disgrace,NA,NA,NA
TPL2,3,32,female,Study,none,1,10,imprecation,curse,NA,NA,NA
TPL2,3,32,female,Study,none,1,11,objurgate,rebuke,NA,NA,NA
TPL2,3,32,female,Study,none,1,12,inculcate,instil,NA,NA,NA
TPL2,3,32,female,Study,none,1,13,immure,imprison,NA,NA,NA
TPL2,3,32,female,Study,none,1,14,minatory,threatening,NA,NA,NA
TPL2,3,32,female,Study,none,1,15,succursal,branch,NA,NA,NA
TPL2,3,32,female,Recall,Study,2,16,inchoate,undeveloped,0,unfulfilled,119736
TPL2,3,32,female,Recall,Study,2,17,spoffish,fussy,1,fussy,3826
TPL2,3,32,female,Recall,Study,2,18,opprobrium,disgrace,0,opposed,54825
TPL2,3,32,female,Recall,Study,2,19,immolate,sacrifice,0,inprisoned,13557
TPL2,3,32,female,Recall,Study,2,20,immure,imprison,0,inpure,31009
TPL2,3,32,female,Recall,Study,2,21,picaroon,cheat,0,teach,135102
TPL2,3,32,female,Recall,Study,2,22,inculcate,instil,0,curse,64453
TPL2,3,32,female,Recall,Study,2,23,superate,overcome,0,quick,14510
TPL2,3,32,female,Recall,Study,2,24,gossamer,flimsy,0,large,32077
TPL2,3,32,female,Recall,Study,2,25,contumacious,rebellious,0,tenacious,35121
TPL2,3,32,female,Recall,Study,2,26,slake,quench,0,thirst,15199
TPL2,3,32,female,Recall,Study,2,27,succursal,branch,0,rehearse,54214
TPL2,3,32,female,Recall,Study,2,28,minatory,threatening,0,little,11478
TPL2,3,32,female,Recall,Study,2,29,objurgate,rebuke,0,object,23476
TPL2,3,32,female,Recall,Study,2,30,imprecation,curse,0,imprint,13367
