Experiment,Group,Age,Gender,Running,Condition,Cycle,Sample,Cue,Target,Acc,Resp,RT
TPL2,3,21,female,Meaning,none,1,1,subluxation,dislocation,0,calm,7277
TPL2,3,21,female,Meaning,none,1,2,inimical,hostile,0,unimportant,9759
TPL2,3,21,female,Meaning,none,1,3,limpid,clear,0,sad,4489
TPL2,3,21,female,Meaning,none,1,4,esculent,edible,0,bright,6697
TPL2,3,21,female,Meaning,none,1,5,immolate,sacrifice,0,copy,6142
TPL2,3,21,female,Meaning,none,1,6,succursal,branch,0,important,9574
TPL2,3,21,female,Meaning,none,1,7,subduce,withdraw,0,entice,8443
TPL2,3,21,female,Meaning,none,1,8,recreant,surrendering,0,NA,0
TPL2,3,21,female,Meaning,none,1,9,frond,leaf,0,leaves,5041
TPL2,3,21,female,Meaning,none,1,10,roil,billow,0,angry,5547
TPL2,3,21,female,Meaning,none,1,11,stolid,unemotional,0,grumpy,6614
TPL2,3,21,female,Meaning,none,1,12,superate,overcome,0,superior,6158
TPL2,3,21,female,Meaning,none,1,13,imprecation,curse,0,rule,8157
TPL2,3,21,female,Meaning,none,1,14,encomium,tribute,0,home,5935
TPL2,3,21,female,Meaning,none,1,15,orotund,pompous,0,curve,6668
TPL2,3,21,female,Recall,Meaning,1,1,immolate,sacrifice,0,rest,33243
TPL2,3,21,female,Recall,Meaning,1,2,inimical,hostile,0,sharp,35824
TPL2,3,21,female,Recall,Meaning,1,3,stolid,unemotional,1,unemotional,4421
TPL2,3,21,female,Recall,Meaning,1,4,limpid,clear,1,clear,2756
TPL2,3,21,female,Recall,Meaning,1,5,recreant,surrendering,1,surrendering,5560
TPL2,3,21,female,Recall,Meaning,1,6,subduce,withdraw,0,remove,9274
TPL2,3,21,female,Recall,Meaning,1,7,esculent,edible,0,tall,25872
TPL2,3,21,female,Recall,Meaning,1,8,encomium,tribute,1,tribute,4939
TPL2,3,21,female,Recall,Meaning,1,9,superate,overcome,0,happy,30342
TPL2,3,21,female,Recall,Meaning,1,10,orotund,pompous,0,gentle,26662
TPL2,3,21,female,Recall,Meaning,1,11,subluxation,dislocation,1,dislocation,5437
TPL2,3,21,female,Recall,Meaning,1,12,imprecation,curse,0,tribute,35428
TPL2,3,21,female,Recall,Meaning,1,13,frond,leaf,1,leaf,3631
TPL2,3,21,female,Recall,Meaning,1,14,roil,billow,0,soap,6998
TPL2,3,21,female,Recall,Meaning,1,15,succursal,branch,0,curse,15656
TPL2,3,21,female,Study,none,1,1,subsecive,spare,NA,NA,NA
TPL2,3,21,female,Study,none,1,2,roke,mist,NA,NA,NA
TPL2,3,21,female,Study,none,1,3,picaroon,cheat,NA,NA,NA
TPL2,3,21,female,Study,none,1,4,descry,discover,NA,NA,NA
TPL2,3,21,female,Study,none,1,5,peculate,embezzle,NA,NA,NA
TPL2,3,21,female,Study,none,1,6,valinch,tube,NA,NA,NA
TPL2,3,21,female,Study,none,1,7,plangent,noisy,NA,NA,NA
TPL2,3,21,female,Study,none,1,8,contumacious,rebellious,NA,NA,NA
TPL2,3,21,female,Study,none,1,9,inculcate,instil,NA,NA,NA
TPL2,3,21,female,Study,none,1,10,inchoate,undeveloped,NA,NA,NA
TPL2,3,21,female,Study,none,1,11,opprobrium,disgrace,NA,NA,NA
TPL2,3,21,female,Study,none,1,12,blandish,flatter,NA,NA,NA
TPL2,3,21,female,Study,none,1,13,sprauncy,smart,NA,NA,NA
TPL2,3,21,female,Study,none,1,14,objurgate,rebuke,NA,NA,NA
TPL2,3,21,female,Study,none,1,15,interstice,space,NA,NA,NA
TPL2,3,21,female,Recall,Study,2,16,interstice,space,1,space,4574
TPL2,3,21,female,Recall,Study,2,17,inchoate,undeveloped,1,undeveloped,7670
TPL2,3,21,female,Recall,Study,2,18,sprauncy,smart,1,smart,3276
TPL2,3,21,female,Recall,Study,2,19,inculcate,instil,1,instil,5492
TPL2,3,21,female,Recall,Study,2,20,roke,mist,1,mist,3637
TPL2,3,21,female,Recall,Study,2,21,objurgate,rebuke,1,rebuke,4212
TPL2,3,21,female,Recall,Study,2,22,contumacious,rebellious,1,rebellious,7975
TPL2,3,21,female,Recall,Study,2,23,peculate,embezzle,1,embezzle,5121
TPL2,3,21,female,Recall,Study,2,24,picaroon,cheat,1,cheat,7291
TPL2,3,21,female,Recall,Study,2,25,opprobrium,disgrace,1,disgrace,5358
TPL2,3,21,female,Recall,Study,2,26,blandish,flatter,1,flatter,3551
TPL2,3,21,female,Recall,Study,2,27,subsecive,spare,1,spare,6161
TPL2,3,21,female,Recall,Study,2,28,descry,discover,1,discover,4101
TPL2,3,21,female,Recall,Study,2,29,plangent,noisy,1,noisy,4385
TPL2,3,21,female,Recall,Study,2,30,valinch,tube,1,tube,4173
