"Subject","Experiment","Group","Age","Gender","Running","Condition","Cycle","Sample","Cue","Target","Acc","Resp","RT"
29,"TPL2","5","19","male","Recall","First Word","1","12","inculcate","instil","0","town","26564"
29,"TPL2","5","19","male","Recall","First Word","1","13","objurgate","rebuke","0","flourish","29159"
29,"TPL2","5","19","male","Recall","First Word","1","14","opprobrium","disgrace","0","discover","7753"
29,"TPL2","5","19","male","Recall","First Word","1","15","descry","discover","1","discover","8310"
29,"TPL2","5","19","male","PracticeStudy",NA,"1","1","desman","mole",NA,NA,NA
29,"TPL2","5","19","male","PracticeStudy",NA,"1","2","carcanet","necklace",NA,NA,NA
29,"TPL2","5","19","male","PracticeStudy",NA,"1","3","infandous","horrible",NA,NA,NA
29,"TPL2","5","19","male","Study",NA,"1","1","subduce","withdraw",NA,NA,NA
29,"TPL2","5","19","male","Study",NA,"1","2","lassitude","tiredness",NA,NA,NA
29,"TPL2","5","19","male","Study",NA,"1","3","everse","overthrow",NA,NA,NA
29,"TPL2","5","19","male","Study",NA,"1","4","immolate","sacrifice",NA,NA,NA
29,"TPL2","5","19","male","Study",NA,"1","5","frond","leaf",NA,NA,NA
29,"TPL2","5","19","male","Study",NA,"1","6","stentorian","loud",NA,NA,NA
29,"TPL2","5","19","male","Study",NA,"1","7","peculate","embezzle",NA,NA,NA
29,"TPL2","5","19","male","Study",NA,"1","8","interstice","space",NA,NA,NA
29,"TPL2","5","19","male","Study",NA,"1","9","inchoate","undeveloped",NA,NA,NA
29,"TPL2","5","19","male","Study",NA,"1","10","recreant","surrendering",NA,NA,NA
29,"TPL2","5","19","male","Study",NA,"1","11","plangent","noisy",NA,NA,NA
29,"TPL2","5","19","male","Study",NA,"1","12","inimical","hostile",NA,NA,NA
29,"TPL2","5","19","male","Study",NA,"1","13","esculent","edible",NA,NA,NA
29,"TPL2","5","19","male","Study",NA,"1","14","valinch","tube",NA,NA,NA
29,"TPL2","5","19","male","Study",NA,"1","15","stanchion","support",NA,NA,NA
29,"TPL2","5","19","male","Recall","Study","2","16","plangent","noisy","0","undeveloped","16054"
29,"TPL2","5","19","male","Recall","Study","2","17","inchoate","undeveloped","0","sacrifice","13091"
29,"TPL2","5","19","male","Recall","Study","2","18","immolate","sacrifice","0","surrender","11459"
29,"TPL2","5","19","male","Recall","Study","2","19","stanchion","support","1","support","4945"
29,"TPL2","5","19","male","Recall","Study","2","20","lassitude","tiredness","0","withdraw","9741"
29,"TPL2","5","19","male","Recall","Study","2","21","peculate","embezzle","0","space","10169"
29,"TPL2","5","19","male","Recall","Study","2","22","inimical","hostile","0","leaf","7301"
29,"TPL2","5","19","male","Recall","Study","2","23","stentorian","loud","0","powerful","13766"
29,"TPL2","5","19","male","Recall","Study","2","24","interstice","space","0","food","42979"
29,"TPL2","5","19","male","Recall","Study","2","25","subduce","withdraw","0","tired","6718"
29,"TPL2","5","19","male","Recall","Study","2","26","valinch","tube","0","withdraw","24911"
29,"TPL2","5","19","male","Recall","Study","2","27","recreant","surrendering","0","flourish","12004"
29,"TPL2","5","19","male","Recall","Study","2","28","esculent","edible","0","high","7975"
29,"TPL2","5","19","male","Recall","Study","2","29","frond","leaf","1","leaf","3208"
29,"TPL2","5","19","male","Recall","Study","2","30","everse","overthrow","0","discover","6758"
29,"TPL2","5","19","male","PracticeMeaning",NA,"1","1","leggiadrous","elegant","0","","0"
29,"TPL2","5","19","male","PracticeMeaning",NA,"1","2","achene","fruit","0","face","6952"
29,"TPL2","5","19","male","PracticeMeaning",NA,"1","3","tantivy","quick","0","space","8262"
29,"TPL2","5","19","male","Meaning",NA,"1","1","spoliate","plunder","0","clean","8290"
29,"TPL2","5","19","male","Meaning",NA,"1","2","minatory","threatening","0","small","3721"
29,"TPL2","5","19","male","Meaning",NA,"1","3","compendious","concise","0","superb","8184"
29,"TPL2","5","19","male","Meaning",NA,"1","4","maunder","ramble","0","word","4207"
29,"TPL2","5","19","male","Meaning",NA,"1","5","blandish","flatter","0","lonely","6376"
29,"TPL2","5","19","male","Meaning",NA,"1","6","gossamer","flimsy","0","gossip","8716"
29,"TPL2","5","19","male","Meaning",NA,"1","7","subvention","grant","0","","0"
29,"TPL2","5","19","male","Meaning",NA,"1","8","encomium","tribute","0","enconomy","8125"
29,"TPL2","5","19","male","Meaning",NA,"1","9","sprauncy","smart","0","fast","8414"
29,"TPL2","5","19","male","Meaning",NA,"1","10","subluxation","dislocation","0","relax","3780"
29,"TPL2","5","19","male","Meaning",NA,"1","11","roke","mist","0","pull","5899"
29,"TPL2","5","19","male","Meaning",NA,"1","12","immure","imprison","0","big","4642"
29,"TPL2","5","19","male","Meaning",NA,"1","13","effulgent","shining","0","posh","4932"
29,"TPL2","5","19","male","Meaning",NA,"1","14","stolid","unemotional","0","solid","4552"
29,"TPL2","5","19","male","Meaning",NA,"1","15","imprecation","curse","0","tight","8484"
29,"TPL2","5","19","male","Recall","Meaning","3","31","effulgent","shining","0","smart","4950"
29,"TPL2","5","19","male","Recall","Meaning","3","32","subvention","grant","0","space","7711"
29,"TPL2","5","19","male","Recall","Meaning","3","33","spoliate","plunder","0","curse","4148"
29,"TPL2","5","19","male","Recall","Meaning","3","34","maunder","ramble","0","walk","7084"
29,"TPL2","5","19","male","Recall","Meaning","3","35","immure","imprison","0","improve","30750"
29,"TPL2","5","19","male","Recall","Meaning","3","36","blandish","flatter","0","posh","4400"
29,"TPL2","5","19","male","Recall","Meaning","3","37","minatory","threatening","0","small","6584"
29,"TPL2","5","19","male","Recall","Meaning","3","38","compendious","concise","0","clever","16425"
29,"TPL2","5","19","male","Recall","Meaning","3","39","gossamer","flimsy","0","talker","8927"
29,"TPL2","5","19","male","Recall","Meaning","3","40","stolid","unemotional","0","wrong","16165"
29,"TPL2","5","19","male","Recall","Meaning","3","41","imprecation","curse","1","curse","3381"
29,"TPL2","5","19","male","Recall","Meaning","3","42","sprauncy","smart","0","boistrous","12018"
29,"TPL2","5","19","male","Recall","Meaning","3","43","subluxation","dislocation","0","hard","9484"
29,"TPL2","5","19","male","Recall","Meaning","3","44","roke","mist","0","leaf","19104"
29,"TPL2","5","19","male","Recall","Meaning","3","45","encomium","tribute","0","curse","5252"
3,"TPL2","3","20","male","PracticeMeaning",NA,"1","1","gadoid","fish","0","important","9650"
3,"TPL2","3","20","male","PracticeMeaning",NA,"1","2","desman","mole","0","clergy","8088"
3,"TPL2","3","20","male","PracticeMeaning",NA,"1","3","zamindar","landlord","0","salamander","6552"
3,"TPL2","3","20","male","PracticeRecall","meaning","1","1","gadoid","fish","1","fish","3008"
3,"TPL2","3","20","male","PracticeRecall","meaning","1","2","zamindar","landlord","1","landlord","4999"
3,"TPL2","3","20","male","PracticeRecall","meaning","1","3","desman","mole","1","mole","2271"
3,"TPL2","3","20","male","Meaning",NA,"1","1","spoffish","fussy","0","hungry","8953"
3,"TPL2","3","20","male","Meaning",NA,"1","2","minatory","threatening","0","guarded","7083"
3,"TPL2","3","20","male","Meaning",NA,"1","3","contumacious","rebellious","0","annoying","6488"
3,"TPL2","3","20","male","Meaning",NA,"1","4","everse","overthrow","0","unwanted","6678"
3,"TPL2","3","20","male","Meaning",NA,"1","5","subvention","grant","0","undermining","5932"
3,"TPL2","3","20","male","Meaning",NA,"1","6","spoliate","plunder","0","spoilt","8664"
3,"TPL2","3","20","male","Meaning",NA,"1","7","inimical","hostile","0","immoral","6391"
3,"TPL2","3","20","male","Meaning",NA,"1","8","valinch","tube","0","greedy","7463"
3,"TPL2","3","20","male","Meaning",NA,"1","9","plangent","noisy","0","colourful","6345"
3,"TPL2","3","20","male","Meaning",NA,"1","10","immolate","sacrifice","0","burn","7466"
3,"TPL2","3","20","male","Meaning",NA,"1","11","orotund","pompous","0","sli","9052"
3,"TPL2","3","20","male","Meaning",NA,"1","12","frond","leaf","0","fond","7281"
3,"TPL2","3","20","male","Meaning",NA,"1","13","descry","discover","0","blind","3950"
3,"TPL2","3","20","male","Meaning",NA,"1","14","opprobrium","disgrace","0","garden","5284"
3,"TPL2","3","20","male","Meaning",NA,"1","15","blandish","flatter","0","boring","4197"
3,"TPL2","3","20","male","Recall","Meaning","1","1","valinch","tube","0","plunder","26796"
3,"TPL2","3","20","male","Recall","Meaning","1","2","spoliate","plunder","1","plunder","10160"
3,"TPL2","3","20","male","Recall","Meaning","1","3","opprobrium","disgrace","1","disgrace","10236"
3,"TPL2","3","20","male","Recall","Meaning","1","4","minatory","threatening","0","aggressive","5984"
3,"TPL2","3","20","male","Recall","Meaning","1","5","immolate","sacrifice","1","sacrifice","3852"
3,"TPL2","3","20","male","Recall","Meaning","1","6","subvention","grant","1","grant","4250"
3,"TPL2","3","20","male","Recall","Meaning","1","7","spoffish","fussy","1","fussy","6717"
3,"TPL2","3","20","male","Recall","Meaning","1","8","contumacious","rebellious","0","flattery","13212"
3,"TPL2","3","20","male","Recall","Meaning","1","9","blandish","flatter","0","annoyed","18899"
3,"TPL2","3","20","male","Recall","Meaning","1","10","frond","leaf","1","leaf","3908"
3,"TPL2","3","20","male","Recall","Meaning","1","11","everse","overthrow","1","overthrow","6082"
3,"TPL2","3","20","male","Recall","Meaning","1","12","descry","discover","1","discover","4941"
3,"TPL2","3","20","male","Recall","Meaning","1","13","inimical","hostile","1","hostile","8246"
3,"TPL2","3","20","male","Recall","Meaning","1","14","orotund","pompous","1","pompous","13537"
3,"TPL2","3","20","male","Recall","Meaning","1","15","plangent","noisy","0","interesting","6975"
3,"TPL2","3","20","male","PracticeStudy",NA,"1","1","achene","fruit",NA,NA,NA
3,"TPL2","3","20","male","PracticeStudy",NA,"1","2","carcanet","necklace",NA,NA,NA
3,"TPL2","3","20","male","PracticeStudy",NA,"1","3","droze","drip",NA,NA,NA
3,"TPL2","3","20","male","Study",NA,"1","1","roil","billow",NA,NA,NA
3,"TPL2","3","20","male","Study",NA,"1","2","objurgate","rebuke",NA,NA,NA
3,"TPL2","3","20","male","Study",NA,"1","3","stolid","unemotional",NA,NA,NA
3,"TPL2","3","20","male","Study",NA,"1","4","subduce","withdraw",NA,NA,NA
3,"TPL2","3","20","male","Study",NA,"1","5","stanchion","support",NA,NA,NA
3,"TPL2","3","20","male","Study",NA,"1","6","slake","quench",NA,NA,NA
3,"TPL2","3","20","male","Study",NA,"1","7","superate","overcome",NA,NA,NA
3,"TPL2","3","20","male","Study",NA,"1","8","encomium","tribute",NA,NA,NA
3,"TPL2","3","20","male","Study",NA,"1","9","peculate","embezzle",NA,NA,NA
3,"TPL2","3","20","male","Study",NA,"1","10","inchoate","undeveloped",NA,NA,NA
3,"TPL2","3","20","male","Study",NA,"1","11","subluxation","dislocation",NA,NA,NA
3,"TPL2","3","20","male","Study",NA,"1","12","immure","imprison",NA,NA,NA
3,"TPL2","3","20","male","Study",NA,"1","13","stentorian","loud",NA,NA,NA
3,"TPL2","3","20","male","Study",NA,"1","14","roke","mist",NA,NA,NA
3,"TPL2","3","20","male","Study",NA,"1","15","compendious","concise",NA,NA,NA
3,"TPL2","3","20","male","Recall","Study","2","16","immure","imprison","1","imprison","5207"
3,"TPL2","3","20","male","Recall","Study","2","17","stolid","unemotional","1","unemotional","7498"
3,"TPL2","3","20","male","Recall","Study","2","18","superate","overcome","0","help","14687"
3,"TPL2","3","20","male","Recall","Study","2","19","encomium","tribute","1","tribute","5628"
3,"TPL2","3","20","male","Recall","Study","2","20","stentorian","loud","1","loud","4810"
3,"TPL2","3","20","male","Recall","Study","2","21","subduce","withdraw","0","allow","10184"
3,"TPL2","3","20","male","Recall","Study","2","22","roke","mist","1","mist","2683"
3,"TPL2","3","20","male","Recall","Study","2","23","inchoate","undeveloped","0","fruit","16610"
3,"TPL2","3","20","male","Recall","Study","2","24","compendious","concise","1","concise","4227"
3,"TPL2","3","20","male","Recall","Study","2","25","objurgate","rebuke","0","free","6295"
3,"TPL2","3","20","male","Recall","Study","2","26","subluxation","dislocation","1","dislocation","5920"
3,"TPL2","3","20","male","Recall","Study","2","27","roil","billow","1","billow","5447"
3,"TPL2","3","20","male","Recall","Study","2","28","stanchion","support","1","support","5775"
3,"TPL2","3","20","male","Recall","Study","2","29","peculate","embezzle","0","passionate","12619"
3,"TPL2","3","20","male","Recall","Study","2","30","slake","quench","1","quench","5037"
3,"TPL2","3","20","male","PracticeFirstWord",NA,"1","1","tantivy","quick","0","ivy","5281"
3,"TPL2","3","20","male","PracticeFirstWord",NA,"1","2","infandous","horrible","0","infant","2949"
3,"TPL2","3","20","male","PracticeFirstWord",NA,"1","3","leggiadrous","elegant","0","legs","6366"
3,"TPL2","3","20","male","First Word",NA,"1","1","esculent","edible","0","food","3586"
3,"TPL2","3","20","male","First Word",NA,"1","2","lassitude","tiredness","0","lassy","7097"
3,"TPL2","3","20","male","First Word",NA,"1","3","inculcate","instil","0","teeth","6303"
3,"TPL2","3","20","male","First Word",NA,"1","4","burgeon","flourish","0","burden","5085"
3,"TPL2","3","20","male","First Word",NA,"1","5","maunder","ramble","0","involv","9830"
3,"TPL2","3","20","male","First Word",NA,"1","6","sprauncy","smart","0","spring","3227"
3,"TPL2","3","20","male","First Word",NA,"1","7","succursal","branch","0","succubus","4332"
3,"TPL2","3","20","male","First Word",NA,"1","8","interstice","space","0","communication","7250"
3,"TPL2","3","20","male","First Word",NA,"1","9","gossamer","flimsy","0","silk","3577"
3,"TPL2","3","20","male","First Word",NA,"1","10","picaroon","cheat","0","racoon","4567"
3,"TPL2","3","20","male","First Word",NA,"1","11","imprecation","curse","0","unsafe","5595"
3,"TPL2","3","20","male","First Word",NA,"1","12","recreant","surrendering","0","fun","5201"
3,"TPL2","3","20","male","First Word",NA,"1","13","limpid","clear","0","shellfish","7072"
3,"TPL2","3","20","male","First Word",NA,"1","14","effulgent","shining","0","fluff","6210"
3,"TPL2","3","20","male","First Word",NA,"1","15","subsecive","spare","0","subbot","9617"
3,"TPL2","3","20","male","Recall","First Word","3","31","esculent","edible","0","adhesive","10258"
3,"TPL2","3","20","male","Recall","First Word","3","32","effulgent","shining","1","shining","3061"
3,"TPL2","3","20","male","Recall","First Word","3","33","maunder","ramble","1","ramble","4464"
3,"TPL2","3","20","male","Recall","First Word","3","34","sprauncy","smart","0","bouncy","8845"
3,"TPL2","3","20","male","Recall","First Word","3","35","gossamer","flimsy","1","flimsy","4668"
3,"TPL2","3","20","male","Recall","First Word","3","36","recreant","surrendering","0","surrender","5272"
3,"TPL2","3","20","male","Recall","First Word","3","37","imprecation","curse","0","subject","9033"
3,"TPL2","3","20","male","Recall","First Word","3","38","inculcate","instil","0","imprison","13808"
3,"TPL2","3","20","male","Recall","First Word","3","39","subsecive","spare","0","disobey","8819"
3,"TPL2","3","20","male","Recall","First Word","3","40","limpid","clear","1","clear","6312"
3,"TPL2","3","20","male","Recall","First Word","3","41","burgeon","flourish","1","flourish","6459"
3,"TPL2","3","20","male","Recall","First Word","3","42","interstice","space","1","space","4046"
3,"TPL2","3","20","male","Recall","First Word","3","43","picaroon","cheat","1","cheat","4885"
3,"TPL2","3","20","male","Recall","First Word","3","44","succursal","branch","1","branch","7250"
3,"TPL2","3","20","male","Recall","First Word","3","45","lassitude","tiredness","0","freedom","10473"
30,"TPL2","6","23","female","PracticeFirstWord",NA,"1","1","infandous","horrible","0","fabulous","8786"
30,"TPL2","6","23","female","PracticeFirstWord",NA,"1","2","droze","drip","0","drove","4184"
30,"TPL2","6","23","female","PracticeFirstWord",NA,"1","3","gadoid","fish","0","go","4826"
30,"TPL2","6","23","female","PracticeRecall","firstword","1","1","droze","drip","0","fish","48796"
30,"TPL2","6","23","female","PracticeRecall","firstword","1","2","gadoid","fish","1","fish","3285"
30,"TPL2","6","23","female","PracticeRecall","firstword","1","3","infandous","horrible","1","horrible","3980"
30,"TPL2","6","23","female","First Word",NA,"1","1","valinch","tube","0","leech","4569"
30,"TPL2","6","23","female","First Word",NA,"1","2","sprauncy","smart","0","raunc","9398"
30,"TPL2","6","23","female","First Word",NA,"1","3","stentorian","loud","0","vegatarian","8973"
30,"TPL2","6","23","female","First Word",NA,"1","4","immure","imprison","0","immature","5861"
30,"TPL2","6","23","female","First Word",NA,"1","5","subduce","withdraw","0","section","6181"
30,"TPL2","6","23","female","First Word",NA,"1","6","inimical","hostile","0","","9232"
30,"TPL2","6","23","female","First Word",NA,"1","7","encomium","tribute","0","encompass","7643"
30,"TPL2","6","23","female","First Word",NA,"1","8","maunder","ramble","0","wander","2900"
30,"TPL2","6","23","female","First Word",NA,"1","9","subvention","grant","0","invention","7180"
30,"TPL2","6","23","female","First Word",NA,"1","10","subsecive","spare","0","indecisive","8523"
30,"TPL2","6","23","female","First Word",NA,"1","11","subluxation","dislocation","0","lactate","9377"
30,"TPL2","6","23","female","First Word",NA,"1","12","immolate","sacrifice","0","imatate","7505"
30,"TPL2","6","23","female","First Word",NA,"1","13","superate","overcome","0","engergised","9062"
30,"TPL2","6","23","female","First Word",NA,"1","14","recreant","surrendering","0","recreate","4861"
30,"TPL2","6","23","female","First Word",NA,"1","15","frond","leaf","0","like","3855"
30,"TPL2","6","23","female","Recall","First Word","1","1","subduce","withdraw","0","introduce","11493"
30,"TPL2","6","23","female","Recall","First Word","1","2","subluxation","dislocation","0","movement","15738"
30,"TPL2","6","23","female","Recall","First Word","1","3","superate","overcome","1","overcome","24938"
30,"TPL2","6","23","female","Recall","First Word","1","4","stentorian","loud","0","tube","12552"
30,"TPL2","6","23","female","Recall","First Word","1","5","inimical","hostile","0","imprison","10708"
30,"TPL2","6","23","female","Recall","First Word","1","6","subvention","grant","0","tube","15529"
30,"TPL2","6","23","female","Recall","First Word","1","7","encomium","tribute","0","continue","25459"
30,"TPL2","6","23","female","Recall","First Word","1","8","maunder","ramble","0","wander","6060"
30,"TPL2","6","23","female","Recall","First Word","1","9","immure","imprison","1","imprison","26478"
30,"TPL2","6","23","female","Recall","First Word","1","10","recreant","surrendering","0","recreate","15386"
30,"TPL2","6","23","female","Recall","First Word","1","11","frond","leaf","0","leave","10765"
30,"TPL2","6","23","female","Recall","First Word","1","12","subsecive","spare","0","movement","11932"
30,"TPL2","6","23","female","Recall","First Word","1","13","immolate","sacrifice","0","copy","10943"
30,"TPL2","6","23","female","Recall","First Word","1","14","sprauncy","smart","0","tube","5831"
30,"TPL2","6","23","female","Recall","First Word","1","15","valinch","tube","0","leaf","19765"
30,"TPL2","6","23","female","PracticeMeaning",NA,"1","1","achene","fruit","0","spots","4242"
30,"TPL2","6","23","female","PracticeMeaning",NA,"1","2","tantivy","quick","0","activity","5361"
30,"TPL2","6","23","female","PracticeMeaning",NA,"1","3","zamindar","landlord","0","wonder","7794"
30,"TPL2","6","23","female","Meaning",NA,"1","1","interstice","space","0","intice","7207"
30,"TPL2","6","23","female","Meaning",NA,"1","2","contumacious","rebellious","0","contamin","9495"
30,"TPL2","6","23","female","Meaning",NA,"1","3","spoffish","fussy","0","scarey","5894"
30,"TPL2","6","23","female","Meaning",NA,"1","4","inculcate","instil","0","incarcer","9980"
30,"TPL2","6","23","female","Meaning",NA,"1","5","roil","billow","0","encompass","9262"
30,"TPL2","6","23","female","Meaning",NA,"1","6","burgeon","flourish","0","burdo","9986"
30,"TPL2","6","23","female","Meaning",NA,"1","7","peculate","embezzle","0","speculate","5342"
30,"TPL2","6","23","female","Meaning",NA,"1","8","compendious","concise","0","com","9809"
30,"TPL2","6","23","female","Meaning",NA,"1","9","gossamer","flimsy","0","shops","5933"
30,"TPL2","6","23","female","Meaning",NA,"1","10","objurgate","rebuke","0","obl","9933"
30,"TPL2","6","23","female","Meaning",NA,"1","11","minatory","threatening","0","mandatory","5226"
30,"TPL2","6","23","female","Meaning",NA,"1","12","blandish","flatter","0","show","5720"
30,"TPL2","6","23","female","Meaning",NA,"1","13","spoliate","plunder","0","demonstrate","5950"
30,"TPL2","6","23","female","Meaning",NA,"1","14","orotund","pompous","0","f","9944"
30,"TPL2","6","23","female","Meaning",NA,"1","15","slake","quench","0","cheap","4453"
30,"TPL2","6","23","female","Recall","Meaning","2","16","inculcate","instil","0","flatter","22011"
30,"TPL2","6","23","female","Recall","Meaning","2","17","orotund","pompous","0","pompus","13322"
30,"TPL2","6","23","female","Recall","Meaning","2","18","contumacious","rebellious","0","filthy","12596"
30,"TPL2","6","23","female","Recall","Meaning","2","19","burgeon","flourish","0","flatter","6894"
30,"TPL2","6","23","female","Recall","Meaning","2","20","spoffish","fussy","0","pompus","72426"
30,"TPL2","6","23","female","Recall","Meaning","2","21","blandish","flatter","1","flatter","5532"
30,"TPL2","6","23","female","Recall","Meaning","2","22","minatory","threatening","0","threaten","8015"
30,"TPL2","6","23","female","Recall","Meaning","2","23","gossamer","flimsy","0","burdon","6333"
30,"TPL2","6","23","female","Recall","Meaning","2","24","peculate","embezzle","0","spectulate","8580"
30,"TPL2","6","23","female","Recall","Meaning","2","25","spoliate","plunder","0","flatten","21895"
30,"TPL2","6","23","female","Recall","Meaning","2","26","slake","quench","0","slate","7490"
30,"TPL2","6","23","female","Recall","Meaning","2","27","compendious","concise","0","movement","9632"
30,"TPL2","6","23","female","Recall","Meaning","2","28","objurgate","rebuke","0","speculate","6909"
30,"TPL2","6","23","female","Recall","Meaning","2","29","interstice","space","1","space","6494"
30,"TPL2","6","23","female","Recall","Meaning","2","30","roil","billow","0","wallow","17059"
30,"TPL2","6","23","female","PracticeStudy",NA,"1","1","leggiadrous","elegant",NA,NA,NA
30,"TPL2","6","23","female","PracticeStudy",NA,"1","2","carcanet","necklace",NA,NA,NA
30,"TPL2","6","23","female","PracticeStudy",NA,"1","3","desman","mole",NA,NA,NA
30,"TPL2","6","23","female","Study",NA,"1","1","succursal","branch",NA,NA,NA
30,"TPL2","6","23","female","Study",NA,"1","2","stanchion","support",NA,NA,NA
30,"TPL2","6","23","female","Study",NA,"1","3","lassitude","tiredness",NA,NA,NA
30,"TPL2","6","23","female","Study",NA,"1","4","opprobrium","disgrace",NA,NA,NA
30,"TPL2","6","23","female","Study",NA,"1","5","everse","overthrow",NA,NA,NA
30,"TPL2","6","23","female","Study",NA,"1","6","inchoate","undeveloped",NA,NA,NA
30,"TPL2","6","23","female","Study",NA,"1","7","picaroon","cheat",NA,NA,NA
30,"TPL2","6","23","female","Study",NA,"1","8","plangent","noisy",NA,NA,NA
30,"TPL2","6","23","female","Study",NA,"1","9","effulgent","shining",NA,NA,NA
30,"TPL2","6","23","female","Study",NA,"1","10","imprecation","curse",NA,NA,NA
30,"TPL2","6","23","female","Study",NA,"1","11","descry","discover",NA,NA,NA
30,"TPL2","6","23","female","Study",NA,"1","12","esculent","edible",NA,NA,NA
30,"TPL2","6","23","female","Study",NA,"1","13","roke","mist",NA,NA,NA
30,"TPL2","6","23","female","Study",NA,"1","14","limpid","clear",NA,NA,NA
30,"TPL2","6","23","female","Study",NA,"1","15","stolid","unemotional",NA,NA,NA
30,"TPL2","6","23","female","Recall","Study","3","31","plangent","noisy","0","support","24116"
30,"TPL2","6","23","female","Recall","Study","3","32","opprobrium","disgrace","0","disgust","10719"
30,"TPL2","6","23","female","Recall","Study","3","33","lassitude","tiredness","0","mist","9262"
30,"TPL2","6","23","female","Recall","Study","3","34","descry","discover","0","shape","9918"
30,"TPL2","6","23","female","Recall","Study","3","35","stolid","unemotional","0","support","40078"
30,"TPL2","6","23","female","Recall","Study","3","36","esculent","edible","0","","12553"
30,"TPL2","6","23","female","Recall","Study","3","37","everse","overthrow","0","tiredness","10899"
30,"TPL2","6","23","female","Recall","Study","3","38","effulgent","shining","0","shape","30464"
30,"TPL2","6","23","female","Recall","Study","3","39","succursal","branch","0","mist","8007"
30,"TPL2","6","23","female","Recall","Study","3","40","inchoate","undeveloped","0","spare","9192"
30,"TPL2","6","23","female","Recall","Study","3","41","limpid","clear","0","tire","4847"
30,"TPL2","6","23","female","Recall","Study","3","42","stanchion","support","0","","1432"
30,"TPL2","6","23","female","Recall","Study","3","43","roke","mist","1","mist","2302"
30,"TPL2","6","23","female","Recall","Study","3","44","imprecation","curse","0","tideness","9621"
30,"TPL2","6","23","female","Recall","Study","3","45","picaroon","cheat","0","share","7200"
31,"TPL2","1","18","female","PracticeStudy",NA,"1","1","droze","drip",NA,NA,NA
31,"TPL2","1","18","female","PracticeStudy",NA,"1","2","tantivy","quick",NA,NA,NA
31,"TPL2","1","18","female","PracticeStudy",NA,"1","3","leggiadrous","elegant",NA,NA,NA
31,"TPL2","1","18","female","PracticeRecall","Study","1","1","tantivy","quick","1","quick","5084"
31,"TPL2","1","18","female","PracticeRecall","Study","1","2","leggiadrous","elegant","1","elegant","3811"
31,"TPL2","1","18","female","PracticeRecall","Study","1","3","droze","drip","1","drip","3298"
31,"TPL2","1","18","female","Study",NA,"1","1","subduce","withdraw",NA,NA,NA
31,"TPL2","1","18","female","Study",NA,"1","2","imprecation","curse",NA,NA,NA
31,"TPL2","1","18","female","Study",NA,"1","3","interstice","space",NA,NA,NA
31,"TPL2","1","18","female","Study",NA,"1","4","stanchion","support",NA,NA,NA
31,"TPL2","1","18","female","Study",NA,"1","5","inimical","hostile",NA,NA,NA
31,"TPL2","1","18","female","Study",NA,"1","6","spoliate","plunder",NA,NA,NA
31,"TPL2","1","18","female","Study",NA,"1","7","valinch","tube",NA,NA,NA
31,"TPL2","1","18","female","Study",NA,"1","8","plangent","noisy",NA,NA,NA
31,"TPL2","1","18","female","Study",NA,"1","9","esculent","edible",NA,NA,NA
31,"TPL2","1","18","female","Study",NA,"1","10","slake","quench",NA,NA,NA
31,"TPL2","1","18","female","Study",NA,"1","11","limpid","clear",NA,NA,NA
31,"TPL2","1","18","female","Study",NA,"1","12","inchoate","undeveloped",NA,NA,NA
31,"TPL2","1","18","female","Study",NA,"1","13","peculate","embezzle",NA,NA,NA
31,"TPL2","1","18","female","Study",NA,"1","14","subvention","grant",NA,NA,NA
31,"TPL2","1","18","female","Study",NA,"1","15","roke","mist",NA,NA,NA
31,"TPL2","1","18","female","Recall","Study","1","1","subduce","withdraw","1","withdraw","4987"
31,"TPL2","1","18","female","Recall","Study","1","2","peculate","embezzle","1","embezzle","12500"
31,"TPL2","1","18","female","Recall","Study","1","3","interstice","space","1","space","10143"
31,"TPL2","1","18","female","Recall","Study","1","4","roke","mist","1","mist","2179"
31,"TPL2","1","18","female","Recall","Study","1","5","subvention","grant","1","grant","4382"
31,"TPL2","1","18","female","Recall","Study","1","6","slake","quench","0","help","9435"
31,"TPL2","1","18","female","Recall","Study","1","7","limpid","clear","0","timid","11232"
31,"TPL2","1","18","female","Recall","Study","1","8","plangent","noisy","0","polite","12181"
31,"TPL2","1","18","female","Recall","Study","1","9","inimical","hostile","0","minimal","5237"
31,"TPL2","1","18","female","Recall","Study","1","10","spoliate","plunder","0","spoil","4464"
31,"TPL2","1","18","female","Recall","Study","1","11","esculent","edible","1","edible","2890"
31,"TPL2","1","18","female","Recall","Study","1","12","imprecation","curse","0","support","8377"
31,"TPL2","1","18","female","Recall","Study","1","13","valinch","tube","1","tube","2439"
31,"TPL2","1","18","female","Recall","Study","1","14","stanchion","support","0","unsure","5934"
31,"TPL2","1","18","female","Recall","Study","1","15","inchoate","undeveloped","0","interupt","9319"
31,"TPL2","1","18","female","PracticeMeaning",NA,"1","1","carcanet","necklace","0","","0"
31,"TPL2","1","18","female","PracticeMeaning",NA,"1","2","gadoid","fish","0","withold","5253"
31,"TPL2","1","18","female","PracticeMeaning",NA,"1","3","zamindar","landlord","0","instrument","7820"
31,"TPL2","1","18","female","Meaning",NA,"1","1","stentorian","loud","0","century","6340"
31,"TPL2","1","18","female","Meaning",NA,"1","2","spoffish","fussy","0","spoilt","4334"
31,"TPL2","1","18","female","Meaning",NA,"1","3","gossamer","flimsy","0","gossip","3191"
31,"TPL2","1","18","female","Meaning",NA,"1","4","lassitude","tiredness","0","latitude","4449"
