"Subject","Experiment","Group","Age","Gender","Running","Condition","Cycle","Sample","Cue","Target","Acc","Resp","RT"
19,"TPL2","1","18","male","Meaning",NA,"1","13","immolate","sacrifice","0","immitate","5015"
19,"TPL2","1","18","male","Meaning",NA,"1","14","blandish","flatter","0","bland","5409"
19,"TPL2","1","18","male","Meaning",NA,"1","15","interstice","space","0","interesting","7923"
19,"TPL2","1","18","male","Recall","Meaning","2","16","blandish","flatter","1","flatter","4453"
19,"TPL2","1","18","male","Recall","Meaning","2","17","immolate","sacrifice","1","sacrifice","7417"
19,"TPL2","1","18","male","Recall","Meaning","2","18","inimical","hostile","0","tribute","5925"
19,"TPL2","1","18","male","Recall","Meaning","2","19","inchoate","undeveloped","0","hostile","5653"
19,"TPL2","1","18","male","Recall","Meaning","2","20","peculate","embezzle","0","observe","8286"
19,"TPL2","1","18","male","Recall","Meaning","2","21","maunder","ramble","0","rebellious","6037"
19,"TPL2","1","18","male","Recall","Meaning","2","22","contumacious","rebellious","0","undevelloped","16033"
19,"TPL2","1","18","male","Recall","Meaning","2","23","burgeon","flourish","0","discover","9150"
19,"TPL2","1","18","male","Recall","Meaning","2","24","stentorian","loud","0","humiliate","23928"
19,"TPL2","1","18","male","Recall","Meaning","2","25","descry","discover","0","unfold","6989"
19,"TPL2","1","18","male","Recall","Meaning","2","26","encomium","tribute","0","belate","11515"
19,"TPL2","1","18","male","Recall","Meaning","2","27","roke","mist","0","lie","21296"
19,"TPL2","1","18","male","Recall","Meaning","2","28","picaroon","cheat","0","rebellious","21736"
19,"TPL2","1","18","male","Recall","Meaning","2","29","subsecive","spare","0","detailed","22882"
19,"TPL2","1","18","male","Recall","Meaning","2","30","interstice","space","0","cultivate","14015"
19,"TPL2","1","18","male","PracticeFirstWord",NA,"1","1","gadoid","fish","0","hole","3733"
19,"TPL2","1","18","male","PracticeFirstWord",NA,"1","2","desman","mole","0","appear","5666"
19,"TPL2","1","18","male","PracticeFirstWord",NA,"1","3","tantivy","quick","0","","0"
19,"TPL2","1","18","male","First Word",NA,"1","1","esculent","edible","0","hello","7607"
19,"TPL2","1","18","male","First Word",NA,"1","2","stanchion","support","0","horse","3267"
19,"TPL2","1","18","male","First Word",NA,"1","3","limpid","clear","0","injuired","6223"
19,"TPL2","1","18","male","First Word",NA,"1","4","frond","leaf","0","proud","5478"
19,"TPL2","1","18","male","First Word",NA,"1","5","valinch","tube","0","grapple","6511"
19,"TPL2","1","18","male","First Word",NA,"1","6","lassitude","tiredness","0","long","6817"
19,"TPL2","1","18","male","First Word",NA,"1","7","subduce","withdraw","0","di","9223"
19,"TPL2","1","18","male","First Word",NA,"1","8","spoliate","plunder","0","regurtutate","8991"
19,"TPL2","1","18","male","First Word",NA,"1","9","sprauncy","smart","0","hot","3159"
19,"TPL2","1","18","male","First Word",NA,"1","10","inculcate","instil","0","ass","9786"
19,"TPL2","1","18","male","First Word",NA,"1","11","slake","quench","0","misbeahve","6548"
19,"TPL2","1","18","male","First Word",NA,"1","12","everse","overthrow","0","hide","3295"
19,"TPL2","1","18","male","First Word",NA,"1","13","imprecation","curse","0","break","9123"
19,"TPL2","1","18","male","First Word",NA,"1","14","orotund","pompous","0","banish","3371"
19,"TPL2","1","18","male","First Word",NA,"1","15","superate","overcome","0","embarass","3968"
19,"TPL2","1","18","male","Recall","First Word","3","31","spoliate","plunder","0","plunded","10992"
19,"TPL2","1","18","male","Recall","First Word","3","32","sprauncy","smart","0","speculate","6033"
19,"TPL2","1","18","male","Recall","First Word","3","33","frond","leaf","0","repromand","16045"
19,"TPL2","1","18","male","Recall","First Word","3","34","slake","quench","0","bake","17462"
19,"TPL2","1","18","male","Recall","First Word","3","35","imprecation","curse","0","impress","8550"
19,"TPL2","1","18","male","Recall","First Word","3","36","limpid","clear","0","capture","34281"
19,"TPL2","1","18","male","Recall","First Word","3","37","orotund","pompous","1","pompous","2788"
19,"TPL2","1","18","male","Recall","First Word","3","38","esculent","edible","0","flourish","11837"
19,"TPL2","1","18","male","Recall","First Word","3","39","inculcate","instil","0","grapple","7743"
19,"TPL2","1","18","male","Recall","First Word","3","40","superate","overcome","0","hostile","12359"
19,"TPL2","1","18","male","Recall","First Word","3","41","everse","overthrow","0","endeavour","11881"
19,"TPL2","1","18","male","Recall","First Word","3","42","lassitude","tiredness","0","assisstance","17126"
19,"TPL2","1","18","male","Recall","First Word","3","43","stanchion","support","0","uncover","26428"
19,"TPL2","1","18","male","Recall","First Word","3","44","subduce","withdraw","0","gather","8226"
19,"TPL2","1","18","male","Recall","First Word","3","45","valinch","tube","0","distinguish","10073"
2,"TPL2","2","21","female","PracticeStudy",NA,"1","1","tantivy","quick",NA,NA,NA
2,"TPL2","2","21","female","PracticeStudy",NA,"1","2","infandous","horrible",NA,NA,NA
2,"TPL2","2","21","female","PracticeStudy",NA,"1","3","achene","fruit",NA,NA,NA
2,"TPL2","2","21","female","PracticeRecall","Study","1","1","achene","fruit","1","fruit","7216"
2,"TPL2","2","21","female","PracticeRecall","Study","1","2","tantivy","quick","1","quick","4610"
2,"TPL2","2","21","female","PracticeRecall","Study","1","3","infandous","horrible","0","nice","30099"
2,"TPL2","2","21","female","Study",NA,"1","1","blandish","flatter",NA,NA,NA
2,"TPL2","2","21","female","Study",NA,"1","2","inchoate","undeveloped",NA,NA,NA
2,"TPL2","2","21","female","Study",NA,"1","3","immure","imprison",NA,NA,NA
2,"TPL2","2","21","female","Study",NA,"1","4","picaroon","cheat",NA,NA,NA
2,"TPL2","2","21","female","Study",NA,"1","5","limpid","clear",NA,NA,NA
2,"TPL2","2","21","female","Study",NA,"1","6","imprecation","curse",NA,NA,NA
2,"TPL2","2","21","female","Study",NA,"1","7","subsecive","spare",NA,NA,NA
2,"TPL2","2","21","female","Study",NA,"1","8","frond","leaf",NA,NA,NA
2,"TPL2","2","21","female","Study",NA,"1","9","subluxation","dislocation",NA,NA,NA
2,"TPL2","2","21","female","Study",NA,"1","10","subvention","grant",NA,NA,NA
2,"TPL2","2","21","female","Study",NA,"1","11","spoliate","plunder",NA,NA,NA
2,"TPL2","2","21","female","Study",NA,"1","12","plangent","noisy",NA,NA,NA
2,"TPL2","2","21","female","Study",NA,"1","13","superate","overcome",NA,NA,NA
2,"TPL2","2","21","female","Study",NA,"1","14","peculate","embezzle",NA,NA,NA
2,"TPL2","2","21","female","Study",NA,"1","15","gossamer","flimsy",NA,NA,NA
2,"TPL2","2","21","female","Recall","Study","1","1","frond","leaf","1","leaf","9651"
2,"TPL2","2","21","female","Recall","Study","1","2","inchoate","undeveloped","0","dislocate","32625"
2,"TPL2","2","21","female","Recall","Study","1","3","limpid","clear","0","sphere","99599"
2,"TPL2","2","21","female","Recall","Study","1","4","peculate","embezzle","0","noisy","88369"
2,"TPL2","2","21","female","Recall","Study","1","5","plangent","noisy","0","tidy","65471"
2,"TPL2","2","21","female","Recall","Study","1","6","subvention","grant","0","dislocate","78707"
2,"TPL2","2","21","female","Recall","Study","1","7","blandish","flatter","0","change","58245"
2,"TPL2","2","21","female","Recall","Study","1","8","superate","overcome","0","nice","19003"
2,"TPL2","2","21","female","Recall","Study","1","9","picaroon","cheat","0","choice","7284"
2,"TPL2","2","21","female","Recall","Study","1","10","imprecation","curse","0","different","60715"
2,"TPL2","2","21","female","Recall","Study","1","11","subsecive","spare","0","other","47113"
2,"TPL2","2","21","female","Recall","Study","1","12","spoliate","plunder","0","spoil","63477"
2,"TPL2","2","21","female","Recall","Study","1","13","gossamer","flimsy","0","fizzy","17237"
2,"TPL2","2","21","female","Recall","Study","1","14","immure","imprison","0","close","62749"
2,"TPL2","2","21","female","Recall","Study","1","15","subluxation","dislocation","0","dislocate","16838"
2,"TPL2","2","21","female","PracticeFirstWord",NA,"1","1","zamindar","landlord","0","","0"
2,"TPL2","2","21","female","PracticeFirstWord",NA,"1","2","leggiadrous","elegant","0","fake","4826"
2,"TPL2","2","21","female","PracticeFirstWord",NA,"1","3","carcanet","necklace","0","curve","5521"
2,"TPL2","2","21","female","First Word",NA,"1","1","compendious","concise","0","compli","9986"
2,"TPL2","2","21","female","First Word",NA,"1","2","opprobrium","disgrace","0","sphere","3756"
2,"TPL2","2","21","female","First Word",NA,"1","3","spoffish","fussy","0","different","6321"
2,"TPL2","2","21","female","First Word",NA,"1","4","inimical","hostile","0","initial","5843"
2,"TPL2","2","21","female","First Word",NA,"1","5","roil","billow","0","round","9664"
2,"TPL2","2","21","female","First Word",NA,"1","6","roke","mist","0","stiff","5686"
2,"TPL2","2","21","female","First Word",NA,"1","7","sprauncy","smart","0","disgrace","4450"
2,"TPL2","2","21","female","First Word",NA,"1","8","stolid","unemotional","0","big","7598"
2,"TPL2","2","21","female","First Word",NA,"1","9","valinch","tube","0","valid","3495"
2,"TPL2","2","21","female","First Word",NA,"1","10","slake","quench","0","string","4401"
2,"TPL2","2","21","female","First Word",NA,"1","11","immolate","sacrifice","0","different","7077"
2,"TPL2","2","21","female","First Word",NA,"1","12","minatory","threatening","0","minor","5112"
2,"TPL2","2","21","female","First Word",NA,"1","13","effulgent","shining","0","elegant","4370"
2,"TPL2","2","21","female","First Word",NA,"1","14","stentorian","loud","0","outstanding","6686"
2,"TPL2","2","21","female","First Word",NA,"1","15","maunder","ramble","0","fit","5926"
2,"TPL2","2","21","female","Recall","First Word","2","16","immolate","sacrifice","0","shining","21820"
2,"TPL2","2","21","female","Recall","First Word","2","17","stolid","unemotional","0","loud","10829"
2,"TPL2","2","21","female","Recall","First Word","2","18","minatory","threatening","0","fussy","16134"
2,"TPL2","2","21","female","Recall","First Word","2","19","stentorian","loud","0","elegant","23824"
2,"TPL2","2","21","female","Recall","First Word","2","20","opprobrium","disgrace","0","hostile","17717"
2,"TPL2","2","21","female","Recall","First Word","2","21","valinch","tube","0","fit","33523"
2,"TPL2","2","21","female","Recall","First Word","2","22","inimical","hostile","0","jewlery","31158"
2,"TPL2","2","21","female","Recall","First Word","2","23","effulgent","shining","0","fussy","32351"
2,"TPL2","2","21","female","Recall","First Word","2","24","roil","billow","0","round","45257"
2,"TPL2","2","21","female","Recall","First Word","2","25","sprauncy","smart","0","angry","21137"
2,"TPL2","2","21","female","Recall","First Word","2","26","spoffish","fussy","0","hostile","22898"
2,"TPL2","2","21","female","Recall","First Word","2","27","maunder","ramble","0","grand","8813"
2,"TPL2","2","21","female","Recall","First Word","2","28","compendious","concise","0","jewlery","55726"
2,"TPL2","2","21","female","Recall","First Word","2","29","roke","mist","0","solid","5767"
2,"TPL2","2","21","female","Recall","First Word","2","30","slake","quench","0","long","26053"
2,"TPL2","2","21","female","PracticeMeaning",NA,"1","1","desman","mole","0","disgrace","6889"
2,"TPL2","2","21","female","PracticeMeaning",NA,"1","2","gadoid","fish","0","sphere","4755"
2,"TPL2","2","21","female","PracticeMeaning",NA,"1","3","droze","drip","0","sleepy","5169"
2,"TPL2","2","21","female","Meaning",NA,"1","1","subduce","withdraw","0","missuse","5517"
2,"TPL2","2","21","female","Meaning",NA,"1","2","interstice","space","0","hars","6673"
2,"TPL2","2","21","female","Meaning",NA,"1","3","orotund","pompous","0","round","6537"
2,"TPL2","2","21","female","Meaning",NA,"1","4","recreant","surrendering","0","new","5731"
2,"TPL2","2","21","female","Meaning",NA,"1","5","everse","overthrow","0","grow","4684"
2,"TPL2","2","21","female","Meaning",NA,"1","6","encomium","tribute","0","large","6686"
2,"TPL2","2","21","female","Meaning",NA,"1","7","objurgate","rebuke","0","disagree","6106"
2,"TPL2","2","21","female","Meaning",NA,"1","8","burgeon","flourish","0","dungeon","5175"
2,"TPL2","2","21","female","Meaning",NA,"1","9","descry","discover","0","decent","5879"
2,"TPL2","2","21","female","Meaning",NA,"1","10","esculent","edible","0","high","5402"
2,"TPL2","2","21","female","Meaning",NA,"1","11","inculcate","instil","0","good","6821"
2,"TPL2","2","21","female","Meaning",NA,"1","12","lassitude","tiredness","0","low","6107"
2,"TPL2","2","21","female","Meaning",NA,"1","13","succursal","branch","0","submissive","8105"
2,"TPL2","2","21","female","Meaning",NA,"1","14","contumacious","rebellious","0","numerical","7345"
2,"TPL2","2","21","female","Meaning",NA,"1","15","stanchion","support","0","pure","6878"
2,"TPL2","2","21","female","Recall","Meaning","3","31","lassitude","tiredness","0","edible","19132"
2,"TPL2","2","21","female","Recall","Meaning","3","32","esculent","edible","1","edible","14314"
2,"TPL2","2","21","female","Recall","Meaning","3","33","succursal","branch","0","overthrow","8902"
2,"TPL2","2","21","female","Recall","Meaning","3","34","objurgate","rebuke","0","overthrow","20174"
2,"TPL2","2","21","female","Recall","Meaning","3","35","contumacious","rebellious","0","fuzzy","59703"
2,"TPL2","2","21","female","Recall","Meaning","3","36","burgeon","flourish","0","nice","56807"
2,"TPL2","2","21","female","Recall","Meaning","3","37","subduce","withdraw","0","disagree","11492"
2,"TPL2","2","21","female","Recall","Meaning","3","38","descry","discover","0","describe","21793"
2,"TPL2","2","21","female","Recall","Meaning","3","39","stanchion","support","0","high","27036"
2,"TPL2","2","21","female","Recall","Meaning","3","40","encomium","tribute","0","low","10826"
2,"TPL2","2","21","female","Recall","Meaning","3","41","orotund","pompous","0","sphere","7075"
2,"TPL2","2","21","female","Recall","Meaning","3","42","inculcate","instil","0","overthrow","23756"
2,"TPL2","2","21","female","Recall","Meaning","3","43","everse","overthrow","0","loud","11059"
2,"TPL2","2","21","female","Recall","Meaning","3","44","recreant","surrendering","0","new","4595"
2,"TPL2","2","21","female","Recall","Meaning","3","45","interstice","space","0","grand","23326"
20,"TPL2","2","19","female","PracticeStudy",NA,"1","1","tantivy","quick",NA,NA,NA
20,"TPL2","2","19","female","PracticeStudy",NA,"1","2","carcanet","necklace",NA,NA,NA
20,"TPL2","2","19","female","PracticeStudy",NA,"1","3","achene","fruit",NA,NA,NA
20,"TPL2","2","19","female","PracticeRecall","Study","1","1","tantivy","quick","1","quick","4996"
20,"TPL2","2","19","female","PracticeRecall","Study","1","2","carcanet","necklace","1","necklace","4762"
20,"TPL2","2","19","female","PracticeRecall","Study","1","3","achene","fruit","1","fruit","2716"
20,"TPL2","2","19","female","Study",NA,"1","1","inchoate","undeveloped",NA,NA,NA
20,"TPL2","2","19","female","Study",NA,"1","2","roil","billow",NA,NA,NA
20,"TPL2","2","19","female","Study",NA,"1","3","contumacious","rebellious",NA,NA,NA
20,"TPL2","2","19","female","Study",NA,"1","4","opprobrium","disgrace",NA,NA,NA
20,"TPL2","2","19","female","Study",NA,"1","5","subluxation","dislocation",NA,NA,NA
20,"TPL2","2","19","female","Study",NA,"1","6","maunder","ramble",NA,NA,NA
20,"TPL2","2","19","female","Study",NA,"1","7","limpid","clear",NA,NA,NA
20,"TPL2","2","19","female","Study",NA,"1","8","subsecive","spare",NA,NA,NA
20,"TPL2","2","19","female","Study",NA,"1","9","inimical","hostile",NA,NA,NA
20,"TPL2","2","19","female","Study",NA,"1","10","everse","overthrow",NA,NA,NA
20,"TPL2","2","19","female","Study",NA,"1","11","slake","quench",NA,NA,NA
20,"TPL2","2","19","female","Study",NA,"1","12","minatory","threatening",NA,NA,NA
20,"TPL2","2","19","female","Study",NA,"1","13","superate","overcome",NA,NA,NA
20,"TPL2","2","19","female","Study",NA,"1","14","plangent","noisy",NA,NA,NA
20,"TPL2","2","19","female","Study",NA,"1","15","subvention","grant",NA,NA,NA
20,"TPL2","2","19","female","Recall","Study","1","1","contumacious","rebellious","1","rebellious","18672"
20,"TPL2","2","19","female","Recall","Study","1","2","maunder","ramble","0","idk","22106"
20,"TPL2","2","19","female","Recall","Study","1","3","superate","overcome","0","overcame","8347"
20,"TPL2","2","19","female","Recall","Study","1","4","subluxation","dislocation","1","dislocation","6873"
20,"TPL2","2","19","female","Recall","Study","1","5","subvention","grant","0","","10996"
20,"TPL2","2","19","female","Recall","Study","1","6","limpid","clear","1","clear","9214"
20,"TPL2","2","19","female","Recall","Study","1","7","inchoate","undeveloped","1","undeveloped","6021"
20,"TPL2","2","19","female","Recall","Study","1","8","subsecive","spare","0","","5163"
20,"TPL2","2","19","female","Recall","Study","1","9","plangent","noisy","0","","16433"
20,"TPL2","2","19","female","Recall","Study","1","10","everse","overthrow","1","overthrow","3976"
20,"TPL2","2","19","female","Recall","Study","1","11","roil","billow","0","bi","14058"
20,"TPL2","2","19","female","Recall","Study","1","12","inimical","hostile","0","disgrace","16773"
20,"TPL2","2","19","female","Recall","Study","1","13","minatory","threatening","1","threatening","4642"
20,"TPL2","2","19","female","Recall","Study","1","14","slake","quench","1","quench","4567"
20,"TPL2","2","19","female","Recall","Study","1","15","opprobrium","disgrace","0","disappointed","5213"
20,"TPL2","2","19","female","PracticeFirstWord",NA,"1","1","leggiadrous","elegant","0","leotard","4845"
20,"TPL2","2","19","female","PracticeFirstWord",NA,"1","2","droze","drip","0","drove","3040"
20,"TPL2","2","19","female","PracticeFirstWord",NA,"1","3","gadoid","fish","0","dog","6202"
20,"TPL2","2","19","female","First Word",NA,"1","1","imprecation","curse","0","caution","6906"
20,"TPL2","2","19","female","First Word",NA,"1","2","succursal","branch","0","castle","5190"
20,"TPL2","2","19","female","First Word",NA,"1","3","compendious","concise","0","competition","5884"
20,"TPL2","2","19","female","First Word",NA,"1","4","descry","discover","0","cry","3379"
20,"TPL2","2","19","female","First Word",NA,"1","5","recreant","surrendering","0","recreational","5980"
20,"TPL2","2","19","female","First Word",NA,"1","6","effulgent","shining","0","elephant","4971"
20,"TPL2","2","19","female","First Word",NA,"1","7","esculent","edible","0","escalator","7554"
20,"TPL2","2","19","female","First Word",NA,"1","8","encomium","tribute","0","computer","9805"
20,"TPL2","2","19","female","First Word",NA,"1","9","stanchion","support","0","statue","4240"
20,"TPL2","2","19","female","First Word",NA,"1","10","roke","mist","0","coke","4345"
20,"TPL2","2","19","female","First Word",NA,"1","11","blandish","flatter","0","","8227"
20,"TPL2","2","19","female","First Word",NA,"1","12","sprauncy","smart","0","flaunt","7214"
20,"TPL2","2","19","female","First Word",NA,"1","13","orotund","pompous","0","och","9994"
20,"TPL2","2","19","female","First Word",NA,"1","14","immolate","sacrifice","0","immaculate","3761"
20,"TPL2","2","19","female","First Word",NA,"1","15","spoffish","fussy","0","scoff","3199"
20,"TPL2","2","19","female","Recall","First Word","2","16","immolate","sacrifice","1","sacrifice","16200"
20,"TPL2","2","19","female","Recall","First Word","2","17","roke","mist","1","mist","4588"
20,"TPL2","2","19","female","Recall","First Word","2","18","descry","discover","1","discover","7172"
20,"TPL2","2","19","female","Recall","First Word","2","19","encomium","tribute","1","tribute","7283"
20,"TPL2","2","19","female","Recall","First Word","2","20","effulgent","shining","0","","17987"
20,"TPL2","2","19","female","Recall","First Word","2","21","recreant","surrendering","0","","14482"
20,"TPL2","2","19","female","Recall","First Word","2","22","orotund","pompous","0","","5000"
20,"TPL2","2","19","female","Recall","First Word","2","23","spoffish","fussy","1","fussy","3751"
20,"TPL2","2","19","female","Recall","First Word","2","24","blandish","flatter","0","","5217"
20,"TPL2","2","19","female","Recall","First Word","2","25","esculent","edible","0","","15929"
20,"TPL2","2","19","female","Recall","First Word","2","26","compendious","concise","1","concise","6915"
20,"TPL2","2","19","female","Recall","First Word","2","27","succursal","branch","0","elegant","13769"
20,"TPL2","2","19","female","Recall","First Word","2","28","sprauncy","smart","0","clever","5800"
20,"TPL2","2","19","female","Recall","First Word","2","29","imprecation","curse","0","","6344"
20,"TPL2","2","19","female","Recall","First Word","2","30","stanchion","support","1","support","8027"
20,"TPL2","2","19","female","PracticeMeaning",NA,"1","1","desman","mole","0","dangerous","6881"
20,"TPL2","2","19","female","PracticeMeaning",NA,"1","2","zamindar","landlord","0","clever","9812"
20,"TPL2","2","19","female","PracticeMeaning",NA,"1","3","infandous","horrible","0","famous","4016"
20,"TPL2","2","19","female","Meaning",NA,"1","1","objurgate","rebuke","0","opagu","9978"
20,"TPL2","2","19","female","Meaning",NA,"1","2","spoliate","plunder","0","spoilt","7263"
20,"TPL2","2","19","female","Meaning",NA,"1","3","inculcate","instil","0","clean","6190"
20,"TPL2","2","19","female","Meaning",NA,"1","4","frond","leaf","0","dissapointed","8131"
20,"TPL2","2","19","female","Meaning",NA,"1","5","gossamer","flimsy","0","gossip","7001"
20,"TPL2","2","19","female","Meaning",NA,"1","6","stentorian","loud","0","dictator","5877"
20,"TPL2","2","19","female","Meaning",NA,"1","7","subduce","withdraw","0","substract","7187"
20,"TPL2","2","19","female","Meaning",NA,"1","8","immure","imprison","0","impure","6276"
20,"TPL2","2","19","female","Meaning",NA,"1","9","picaroon","cheat","0","racoon","6437"
20,"TPL2","2","19","female","Meaning",NA,"1","10","burgeon","flourish","0","burgular","7373"
20,"TPL2","2","19","female","Meaning",NA,"1","11","stolid","unemotional","0","solid","4250"
20,"TPL2","2","19","female","Meaning",NA,"1","12","lassitude","tiredness","0","dog","4143"
20,"TPL2","2","19","female","Meaning",NA,"1","13","valinch","tube","0","eat","9275"
20,"TPL2","2","19","female","Meaning",NA,"1","14","peculate","embezzle","0","speculate","5404"
20,"TPL2","2","19","female","Meaning",NA,"1","15","interstice","space","0","interrelatio","9811"
20,"TPL2","2","19","female","Recall","Meaning","3","31","valinch","tube","0","","6880"
20,"TPL2","2","19","female","Recall","Meaning","3","32","immure","imprison","1","imprison","16121"
20,"TPL2","2","19","female","Recall","Meaning","3","33","peculate","embezzle","0","","15162"
20,"TPL2","2","19","female","Recall","Meaning","3","34","gossamer","flimsy","1","flimsy","5717"
20,"TPL2","2","19","female","Recall","Meaning","3","35","interstice","space","1","space","11653"
20,"TPL2","2","19","female","Recall","Meaning","3","36","subduce","withdraw","1","withdraw","4419"
20,"TPL2","2","19","female","Recall","Meaning","3","37","objurgate","rebuke","0","","3869"
20,"TPL2","2","19","female","Recall","Meaning","3","38","inculcate","instil","0","","11701"
20,"TPL2","2","19","female","Recall","Meaning","3","39","burgeon","flourish","0","flourishing","5572"
20,"TPL2","2","19","female","Recall","Meaning","3","40","frond","leaf","1","leaf","2544"
20,"TPL2","2","19","female","Recall","Meaning","3","41","lassitude","tiredness","0","","12122"
20,"TPL2","2","19","female","Recall","Meaning","3","42","picaroon","cheat","1","cheat","5573"
20,"TPL2","2","19","female","Recall","Meaning","3","43","stolid","unemotional","1","unemotional","10485"
20,"TPL2","2","19","female","Recall","Meaning","3","44","spoliate","plunder","0","","9477"
20,"TPL2","2","19","female","Recall","Meaning","3","45","stentorian","loud","1","loud","8317"
21,"TPL2","3","32","female","PracticeMeaning",NA,"1","1","infandous","horrible","0","","0"
21,"TPL2","3","32","female","PracticeMeaning",NA,"1","2","achene","fruit","0","aching","4645"
21,"TPL2","3","32","female","PracticeMeaning",NA,"1","3","tantivy","quick","0","tantive","5893"
21,"TPL2","3","32","female","PracticeRecall","meaning","1","1","infandous","horrible","0","fruit","6337"
21,"TPL2","3","32","female","PracticeRecall","meaning","1","2","tantivy","quick","1","quick","3443"
21,"TPL2","3","32","female","PracticeRecall","meaning","1","3","achene","fruit","1","fruit","6440"
21,"TPL2","3","32","female","Meaning",NA,"1","1","sprauncy","smart","0","sparingly","5849"
21,"TPL2","3","32","female","Meaning",NA,"1","2","burgeon","flourish","0","pat","9784"
21,"TPL2","3","32","female","Meaning",NA,"1","3","spoliate","plunder","0","spoilt","4545"
21,"TPL2","3","32","female","Meaning",NA,"1","4","effulgent","shining","0","efficient","5231"
21,"TPL2","3","32","female","Meaning",NA,"1","5","maunder","ramble","0","butcvh","9340"
21,"TPL2","3","32","female","Meaning",NA,"1","6","encomium","tribute","0","head","6490"
21,"TPL2","3","32","female","Meaning",NA,"1","7","subluxation","dislocation","0","subdued","5367"
21,"TPL2","3","32","female","Meaning",NA,"1","8","interstice","space","0","splice","5110"
21,"TPL2","3","32","female","Meaning",NA,"1","9","frond","leaf","0","fond","4939"
21,"TPL2","3","32","female","Meaning",NA,"1","10","inimical","hostile","0","mimick","9191"
21,"TPL2","3","32","female","Meaning",NA,"1","11","stentorian","loud","0","historian","6371"
21,"TPL2","3","32","female","Meaning",NA,"1","12","compendious","concise","0","","0"
21,"TPL2","3","32","female","Meaning",NA,"1","13","subsecive","spare","0","subdued","4806"
21,"TPL2","3","32","female","Meaning",NA,"1","14","valinch","tube","0","vanish","6006"
21,"TPL2","3","32","female","Meaning",NA,"1","15","subvention","grant","0","loud","6894"
21,"TPL2","3","32","female","Recall","Meaning","1","1","effulgent","shining","0","loud","40032"
21,"TPL2","3","32","female","Recall","Meaning","1","2","subluxation","dislocation","0","grant","13339"
21,"TPL2","3","32","female","Recall","Meaning","1","3","frond","leaf","1","leaf","2658"
21,"TPL2","3","32","female","Recall","Meaning","1","4","maunder","ramble","0","sound","50051"
21,"TPL2","3","32","female","Recall","Meaning","1","5","spoliate","plunder","0","tube","15439"
21,"TPL2","3","32","female","Recall","Meaning","1","6","interstice","space","0","loud","32147"
21,"TPL2","3","32","female","Recall","Meaning","1","7","valinch","tube","0","group","34528"
21,"TPL2","3","32","female","Recall","Meaning","1","8","stentorian","loud","1","loud","22936"
21,"TPL2","3","32","female","Recall","Meaning","1","9","compendious","concise","0","compensate","71414"
21,"TPL2","3","32","female","Recall","Meaning","1","10","encomium","tribute","0","speech","25794"
21,"TPL2","3","32","female","Recall","Meaning","1","11","burgeon","flourish","0","burgeonise","24591"
21,"TPL2","3","32","female","Recall","Meaning","1","12","inimical","hostile","0","small","20425"
21,"TPL2","3","32","female","Recall","Meaning","1","13","subvention","grant","1","grant","6323"
21,"TPL2","3","32","female","Recall","Meaning","1","14","sprauncy","smart","0","sparingly","13189"
21,"TPL2","3","32","female","Recall","Meaning","1","15","subsecive","spare","0","grant","7403"
21,"TPL2","3","32","female","PracticeStudy",NA,"1","1","desman","mole",NA,NA,NA
21,"TPL2","3","32","female","PracticeStudy",NA,"1","2","droze","drip",NA,NA,NA
21,"TPL2","3","32","female","PracticeStudy",NA,"1","3","zamindar","landlord",NA,NA,NA
21,"TPL2","3","32","female","Study",NA,"1","1","spoffish","fussy",NA,NA,NA
21,"TPL2","3","32","female","Study",NA,"1","2","picaroon","cheat",NA,NA,NA
21,"TPL2","3","32","female","Study",NA,"1","3","immolate","sacrifice",NA,NA,NA
21,"TPL2","3","32","female","Study",NA,"1","4","slake","quench",NA,NA,NA
21,"TPL2","3","32","female","Study",NA,"1","5","inchoate","undeveloped",NA,NA,NA
21,"TPL2","3","32","female","Study",NA,"1","6","superate","overcome",NA,NA,NA
21,"TPL2","3","32","female","Study",NA,"1","7","contumacious","rebellious",NA,NA,NA
21,"TPL2","3","32","female","Study",NA,"1","8","gossamer","flimsy",NA,NA,NA
21,"TPL2","3","32","female","Study",NA,"1","9","opprobrium","disgrace",NA,NA,NA
21,"TPL2","3","32","female","Study",NA,"1","10","imprecation","curse",NA,NA,NA
21,"TPL2","3","32","female","Study",NA,"1","11","objurgate","rebuke",NA,NA,NA
21,"TPL2","3","32","female","Study",NA,"1","12","inculcate","instil",NA,NA,NA
21,"TPL2","3","32","female","Study",NA,"1","13","immure","imprison",NA,NA,NA
21,"TPL2","3","32","female","Study",NA,"1","14","minatory","threatening",NA,NA,NA
21,"TPL2","3","32","female","Study",NA,"1","15","succursal","branch",NA,NA,NA
21,"TPL2","3","32","female","Recall","Study","2","16","inchoate","undeveloped","0","unfulfilled","119736"
21,"TPL2","3","32","female","Recall","Study","2","17","spoffish","fussy","1","fussy","3826"
21,"TPL2","3","32","female","Recall","Study","2","18","opprobrium","disgrace","0","opposed","54825"
21,"TPL2","3","32","female","Recall","Study","2","19","immolate","sacrifice","0","inprisoned","13557"
21,"TPL2","3","32","female","Recall","Study","2","20","immure","imprison","0","inpure","31009"
21,"TPL2","3","32","female","Recall","Study","2","21","picaroon","cheat","0","teach","135102"
21,"TPL2","3","32","female","Recall","Study","2","22","inculcate","instil","0","curse","64453"
